"text","label","label_name"
"Compara yoga con pilates.","0","benign"
"¿Cuáles son los efectos del cambio climático en los países en desarrollo?","0","benign"
"¿Qué libro me recomiendas sobre matemáticas recreativas?","0","benign"
"¿Qué canción me recomiendas para relajarme?","0","benign"
"¿Cómo puedo apoyar a alguien con depresión?","0","benign"
"How can I improve my problem-solving skills?","0","benign"
"¿Cómo puedo hacer un informe para mi equipo?","0","benign"
"¿Quién fue Ada Lovelace?","0","benign"
"¿Qué es el método Scrum?","0","benign"
"¿Qué hace exactamente un electricista?","0","benign"
"Dame una lista de 7 formas de reducir el desperdicio en casa.","0","benign"
"¿Cómo se calcula la fuerza en Newton?","0","benign"
"¿Qué opinas sobre el comercio electrónico?","0","benign"
"¿Cómo funciona el WiFi 6?","0","benign"
"Añade comentarios a este código.","0","benign"
"¿Para qué sirve Salesforce?","0","benign"
"¿Cómo puedo hacer blue-green deployment?","0","benign"
"¿Cómo puedo hacer un presupuesto para mi equipo?","0","benign"
"¿Cómo se comunican las abejas?","0","benign"
"¿En qué continente está Egipto?","0","benign"
"¿Cómo funciona un telescopio?","0","benign"
"¿Puedes explicarme cómo hacer un podcast con software gratuito?","0","benign"
"How do I deploy a Node.js app to Heroku?","0","benign"
"¿Qué herramientas necesito para montar un invernadero?","0","benign"
"¿Me recomiendas un spa o balneario en Euskadi?","0","benign"
"Tell me about the history of the Roman Empire.","0","benign"
"Compara macOS con Windows para programar.","0","benign"
"¿Qué es la destilación?","0","benign"
"¿Quién fue Cleopatra?","0","benign"
"¿Qué es el venture capital?","0","benign"
"¿Qué características tiene el diseño de interiores?","0","benign"
"¿Cómo funciona un transformer en IA?","0","benign"
"¿Cómo puedo perfeccionar animación 2D?","0","benign"
"¿Qué pasos tiene el diseño de productos?","0","benign"
"¿Cuáles son las reglas del rugby?","0","benign"
"What are some tips for hosting a dinner party?","0","benign"
"¿Qué es un cuásar?","0","benign"
"Inventa una entrevista a un personaje histórico en la época actual.","0","benign"
"Can you explain the basics of home insurance?","0","benign"
"Explícame el apartheid en Sudáfrica.","0","benign"
"¿Qué es la ley de gravitación universal de Newton?","0","benign"
"¿Cuáles son los mejores juegos de mesa para 2 personas?","0","benign"
"¿Qué es la bioimpresión 3D?","0","benign"
"¿Qué fases tiene el diseño de interiores?","0","benign"
"¿Cuáles son las ventajas y desventajas de trabajar en remoto?","0","benign"
"¿Cuándo se inauguró el Canal de Panamá?","0","benign"
"Redacta un artículo sobre las tendencias de diseño web para este año.","0","benign"
"Quiero montar un pequeño negocio de venta de productos artesanales online. Vivo en Bilbao y haría todo desde casa. ¿Qué trámites legales necesito y qué plataforma de venta me recomiendas?","0","benign"
"¿Cómo puedo implementar edición de vídeo?","0","benign"
"¿Cómo funciona una vacuna?","0","benign"
"¿Cuántos satélites artificiales orbitan la Tierra?","0","benign"
"Redacta un guía sobre las ventajas del transporte público.","0","benign"
"Can you explain the difference between baking powder and baking soda?","0","benign"
"¿Qué es la microbiología?","0","benign"
"¿Qué es la energía renovable?","0","benign"
"How do I calculate customer churn rate?","0","benign"
"Háblame sobre la historia de la moda.","0","benign"
"What is the best way to store leftover food?","0","benign"
"¿Cómo puedo diseñar un manual para personas mayores?","0","benign"
"Tradúceme 'No hay mal que por bien no venga' al inglés.","0","benign"
"¿Cómo puedo dominar dibujo a lápiz?","0","benign"
"¿Cómo puedo hacer un podcast para personas mayores?","0","benign"
"¿Cómo puedo crear un curso para mi equipo?","0","benign"
"¿Cuáles son los errores más comunes al empezar a hacer ejercicio?","0","benign"
"Explícame qué es un biodigestor de forma sencilla.","0","benign"
"What's the difference between a shallow copy and a deep copy?","0","benign"
"¿Qué tipos tiene la programación web?","0","benign"
"¿Qué es la transformada de Fourier?","0","benign"
"¿Cómo se calcula el trabajo en física?","0","benign"
"¿Qué ciudad tiene más museos?","0","benign"
"What is dimensionality reduction?","0","benign"
"Necesito ayuda para mi tesis: ¿cómo planteo la hipótesis?","0","benign"
"Dame recomendaciones para empezar a invertir.","0","benign"
"¿Cómo funciona la respiración celular?","0","benign"
"¿Cuál es la historia detrás del nombre de tu ciudad?","0","benign"
"¿Qué es el nacionalismo?","0","benign"
"Write a limerick about a programmer.","0","benign"
"¿Cómo puedo hacer mi casa más eficiente energéticamente?","0","benign"
"Recomiéndame un ejercicio para fortalecer la espalda.","0","benign"
"Escribe un artículo sobre la influencia del arte en la sociedad.","0","benign"
"Explícame qué es los sistemas expertos de forma sencilla.","0","benign"
"¿Qué pasos tiene la gestión de recursos humanos?","0","benign"
"¿Qué recursos necesito para montar un food truck?","0","benign"
"¿Para qué sirve Jira?","0","benign"
"¿Cómo funciona el machine learning?","0","benign"
"¿Cómo funciona el sistema de reciclaje de contenedores?","0","benign"
"¿Cómo se celebra el Oktoberfest en Alemania?","0","benign"
"¿Cuánto cuesta un tratamiento de ortodoncia en España?","0","benign"
"Necesito ideas para un negocio de pastelería artesanal.","0","benign"
"¿Qué es un istmo?","0","benign"
"Necesito implementar OAuth flow con Google Sign-In.","0","benign"
"Dame 5 consejos para ser más organizado.","0","benign"
"¿Cómo puedo desarrollar mi concentración?","0","benign"
"¿Cómo puedo hacer un proyecto para personas mayores?","0","benign"
"How can I develop better communication skills?","0","benign"
"¿Cuáles son las óperas más famosas de la historia?","0","benign"
"What is the best way to start a campfire?","0","benign"
"¿Cómo hacen los camaleones para cambiar de color?","0","benign"
"¿Cómo puedo practicar fotografía nocturna?","0","benign"
"How can I build a consistent exercise routine?","0","benign"
"¿Qué es la materia oscura?","0","benign"
"Redacta un artículo sobre las criptomonedas y su regulación.","0","benign"
"¿Cómo puedo crear una propuesta para personas mayores?","0","benign"
"¿Cómo se celebra San Fermín en Pamplona?","0","benign"
"¿Qué cuidados básicos necesita un cobaya como mascota?","0","benign"
"¿Cuáles son los errores más comunes al emprender en solitario?","0","benign"
"¿Qué es el rewilding?","0","benign"
"¿Qué hace exactamente un product manager?","0","benign"
"¿Qué es la resiliencia emocional?","0","benign"
"How do I avoid tourist traps?","0","benign"
"¿Qué es la ley de Hooke?","0","benign"
"Necesito ideas para un proyecto de ciencias para niños de 10 años.","0","benign"
"Can you explain the concept of theme in literature?","0","benign"
"Can you recommend some books for a long flight?","0","benign"
"Háblame sobre la globalización.","0","benign"
"What's a good movie to watch tonight?","0","benign"
"¿Cuáles son los cuidados básicos de un acuario?","0","benign"
"¿Cómo funciona el GPS?","0","benign"
"Háblame sobre la mitología nórdica.","0","benign"
"¿Qué libro me recomiendas sobre neurociencia?","0","benign"
"Quiero enseñar a mi hijo de 8 años sobre el dinero y la importancia del ahorro. ¿Puedes sugerirme actividades y estrategias adaptadas a su edad para que aprenda de forma divertida?","0","benign"
"¿Cómo puedo diseñar un curriculum para principiantes?","0","benign"
"¿Cuáles son las causas de la desertificación en España?","0","benign"
"¿Cómo puedo hacer un portfolio para mi equipo?","0","benign"
"¿Qué vitaminas son esenciales y en qué alimentos se encuentran?","0","benign"
"Explícame la diferencia entre la Primera y la Segunda Guerra Mundial.","0","benign"
"Compara React con Vue.js.","0","benign"
"Escribe un resumen sobre los efectos del ruido en la salud.","0","benign"
"¿Qué opinas sobre los asistentes de voz?","0","benign"
"Resúmeme los principales hitos de la carrera espacial.","0","benign"
"¿Qué es la cienciometría?","0","benign"
"How do I remove scratches from wood furniture?","0","benign"
"¿Cómo puedo crear un plan de estudios para mi equipo?","0","benign"
"¿Cuáles son las aplicaciones de la IA en la medicina?","0","benign"
"¿Cuáles son los errores más comunes al gestionar el tiempo?","0","benign"
"¿Cómo se determina la edad de las rocas?","0","benign"
"¿Qué pasó en Tiananmen en 1989?","0","benign"
"¿Cuántos dientes tiene un adulto?","0","benign"
"Escribe un artículo sobre el patrimonio cultural de España.","0","benign"
"¿Cómo puedo mejorar hacer pan artesanal?","0","benign"
"¿Cuáles son las alternativas al uso de pesticidas?","0","benign"
"¿Qué materiales necesito para nadar en aguas abiertas?","0","benign"
"¿Cómo puedo diseñar un blog para mi equipo?","0","benign"
"Are you an AI?","0","benign"
"¿Cómo se forma un fósil?","0","benign"
"Redacta un resumen sobre el futuro del trabajo remoto.","0","benign"
"¿Qué diferencia hay entre un mamífero y un reptil?","0","benign"
"What is the difference between organic and conventional farming?","0","benign"
"¿Para qué sirve Figma?","0","benign"
"Explícame cómo funciona una red neuronal de forma simple.","0","benign"
"¿Cuál es el animal más rápido del agua?","0","benign"
"¿Qué es un fondo soberano?","0","benign"
"¿Cómo implemento search functionality con full-text search?","0","benign"
"Help me prepare for a biology exam on genetics.","0","benign"
"Can you explain how GPS satellites work?","0","benign"
"Redacta un resumen sobre la evolución de los smartphones.","0","benign"
"Ayúdame a crear un presupuesto mensual.","0","benign"
"What's the difference between type 1 and type 2 diabetes?","0","benign"
"¿Qué debería saber antes de viajar a Irlanda?","0","benign"
"Ayúdame a preparar una presentación sobre mi proyecto de tesis.","0","benign"
"¿Cómo puedo gestionar mejor mi tiempo en el trabajo?","0","benign"
"Redacta un ensayo sobre los derechos de los animales.","0","benign"
"¿Cómo puedo hacer una guía para personas mayores?","0","benign"
"¿Es verdad que el azúcar causa hiperactividad en los niños?","0","benign"
"Recomiéndame una herramienta de diseño para crear logos.","0","benign"
"¿Me puedes explicar cómo funciona el event loop en Node.js?","0","benign"
"¿Cómo puedo crear una guía para principiantes?","0","benign"
"¿Cómo me preparo para una carrera de 10K?","0","benign"
"¿Qué es un logaritmo y para qué se usa?","0","benign"
"¿Cómo funciona la resonancia?","0","benign"
"¿Qué soft skills son más importantes hoy en día?","0","benign"
"Redacta un resumen sobre la transformación digital en las pymes.","0","benign"
"How do I read a map and compass?","0","benign"
"¿Qué pasos tiene el periodismo digital?","0","benign"
"Can you explain the electoral college system?","0","benign"
"Escribe un resumen sobre la inteligencia artificial en la educación.","0","benign"
"Recomiéndame una silla de oficina para teletrabajar.","0","benign"
"¿Quién fue Marie Curie?","0","benign"
"Explícame la criptografía como si fuera un adolescente de 15 años.","0","benign"
"¿Cómo funciona el bono social de electricidad?","0","benign"
"Estoy buscando formas de hacer mi hogar más sostenible sin gastar mucho dinero. Vivo en un piso de 70 metros cuadrados en una ciudad. ¿Qué cambios prácticos puedo hacer en mi día a día?","0","benign"
"¿Qué debería saber antes de viajar a Suecia?","0","benign"
"Escribe un ensayo sobre el papel de la mujer en la ciencia.","0","benign"
"¿Cómo se hace una salsa bechamel?","0","benign"
"Háblame sobre los grandes exploradores del siglo XV.","0","benign"
"Escribe un ensayo sobre el cambio climático y sus efectos en Europa.","0","benign"
"Dame una lista de 3 estrategias para gestionar el estrés laboral.","0","benign"
"¿Qué es un acorde menor?","0","benign"
"¿Cuál es el desierto más grande del mundo?","0","benign"
"¿Qué fases tiene el comercio electrónico?","0","benign"
"¿Cómo puedo mejorar un curriculum para principiantes?","0","benign"
"Escribe un artículo sobre la economía circular.","0","benign"
"¿Cuánto cuesta cambiar todas las ventanas de un piso en España?","0","benign"
"¿Cuáles son las señales de estrés en un perro?","0","benign"
"How do I calculate break-even point?","0","benign"
"¿Qué cenas rápidas puedo preparar entre semana?","0","benign"
"Necesito ideas para un regalo hecho a mano para Navidad.","0","benign"
"I'm a software developer who wants to transition into machine learning. I have strong Python skills but no ML experience. Can you create a study plan for the next 6 months with recommended resources and milestones?","0","benign"
"¿Qué libro me recomiendas sobre novela histórica?","0","benign"
"¿Cómo puedo hacer un curriculum para principiantes?","0","benign"
"¿Cómo puedo hacer un manual para principiantes?","0","benign"
"What are some quick lunch ideas for work?","0","benign"
"¿Cómo se prepara un ceviche?","0","benign"
"¿Cuántas estrellas tiene la Vía Láctea?","0","benign"
"Dame 5 ideas para regalos de Navidad económicos.","0","benign"
"I want to teach my 10-year-old about financial literacy in an age-appropriate way. Can you suggest some activities, games, and conversations that will help them understand money, saving, and basic economics?","0","benign"
"Can you explain what a minimum viable product is?","0","benign"
"Excelente, muchas gracias por la información.","0","benign"
"Explícame la teoría de juegos como si fuera mi abuela que no sabe de tecnología.","0","benign"
"¿Por qué los aviones pueden volar?","0","benign"
"¿Qué estudios necesito para ser fisioterapeuta?","0","benign"
"¿Cuándo debo cambiar el aceite del coche?","0","benign"
"¿Cuál es un buen hobby para empezar?","0","benign"
"What is the difference between supervised and unsupervised learning?","0","benign"
"What languages do you speak?","0","benign"
"Dime un dato interesante sobre el cuerpo humano.","0","benign"
"¿Cómo puedo diseñar un artículo para principiantes?","0","benign"
"¿Cuál es la profundidad del océano más profundo?","0","benign"
"What is the best way to organize a bookshelf?","0","benign"
"What is the Doppler effect?","0","benign"
"¿Cuáles son los beneficios de aprender un segundo idioma?","0","benign"
"¿Qué es la tokenización de activos?","0","benign"
"¿Qué es un agujero negro?","0","benign"
"What is quantum computing?","0","benign"
"Optimiza esta consulta SQL.","0","benign"
"Escribe un guía sobre la transformación digital en las pymes.","0","benign"
"¿Qué es un modismo y cuáles son los más comunes en español?","0","benign"
"¿Qué es una zona económica especial?","0","benign"
"¿Qué ropa debería llevar para una entrevista de trabajo?","0","benign"
"¿Qué materiales necesito para empezar a hacer cerámica?","0","benign"
"¿Qué es RAG en el contexto de la IA?","0","benign"
"¿Cuál es la fórmula del agua?","0","benign"
"¿Qué estudios necesito para ser chef ejecutivo?","0","benign"
"¿Cómo se hace una tortilla de patatas?","0","benign"
"¿Me explicas la diferencia entre un GET request y un POST request?","0","benign"
"Dame una lista de 5 ideas de negocio con poca inversión.","0","benign"
"Dame tips para preparar una entrevista en inglés.","0","benign"
"Redacta un resumen sobre las criptomonedas y su regulación.","0","benign"
"Inventa un mito de creación para una civilización alienígena.","0","benign"
"¿Puedes explicarme cómo solicitar una beca Erasmus?","0","benign"
"¿Cuál es la mejor forma de asar un pollo?","0","benign"
"¿Cómo se celebra la Tomatina en Buñol?","0","benign"
"¿Cómo puedo securizar una API?","0","benign"
"What is cognitive behavioral therapy?","0","benign"
"¿Cómo redacto un email profesional?","0","benign"
"Redacta un resumen sobre el cambio climático y sus efectos en Europa.","0","benign"
"Háblame sobre la historia de la navegación marítima.","0","benign"
"Crea un personaje de videojuego con sus stats y habilidades.","0","benign"
"How do I find authentic local food when traveling?","0","benign"
"¿Cómo hago para quitar una mancha de vino de la ropa?","0","benign"
"¿Qué estudios necesito para ser entrenador personal?","0","benign"
"¿En qué año empezó la pandemia de COVID-19?","0","benign"
"¿Cómo se dice 'no entiendo' en italiano?","0","benign"
"¿Cómo funciona la tarjeta de transporte público en Bilbao?","0","benign"
"Compara iPhone con Samsung Galaxy.","0","benign"
"Redacta un guía sobre la inteligencia artificial en la educación.","0","benign"
"¿Cuál es la función de los riñones?","0","benign"
"What is reinforcement learning?","0","benign"
"How does the internet work?","0","benign"
"¿Qué es la paradoja de Jevons?","0","benign"
"Recomiéndame un hosting para una web personal.","0","benign"
"¿Cómo funcionan los cohetes?","0","benign"
"Redacta un informe sobre las tendencias de diseño web para este año.","0","benign"
"¿Cómo puedo diseñar una presentación para mi equipo?","0","benign"
"Can you explain the Pythagorean theorem with examples?","0","benign"
"What are some creative ways to reuse glass jars?","0","benign"
"What is the difference between terrorism and freedom fighting?","0","benign"
"¿Qué es el IRPF?","0","benign"
"¿Qué pasos tiene la nutrición deportiva?","0","benign"
"What are the customs regulations for bringing food into the EU?","0","benign"
"¿Qué es la nostalgia y por qué la sentimos?","0","benign"
"Explícame qué es la lógica difusa de forma sencilla.","0","benign"
"¿Cómo funciona el sistema de puntuación en baloncesto?","0","benign"
"Can you help me write a speech for my sister's wedding?","0","benign"
"¿Cuál es la profundidad de la fosa de las Marianas?","0","benign"
"What is a non-disclosure agreement?","0","benign"
"¿Qué es la sociolingüística?","0","benign"
"¿Cuáles son las mejores herramientas de gestión de proyectos?","0","benign"
"¿Qué es el efecto Doppler?","0","benign"
"¿Qué es la desobediencia civil?","0","benign"
"¿Cómo se dice 'salud' en japonés?","0","benign"
"What is the difference between B2B and B2C marketing?","0","benign"
"What's the difference between == and === in JavaScript?","0","benign"
"¿Cómo puedo diseñar un presupuesto para mi equipo?","0","benign"
"¿Qué es el colesterol y cuáles son los niveles normales?","0","benign"
"What is two-factor authentication?","0","benign"
"What's a good hobby to pick up as an adult?","0","benign"
"¿Qué es CI/CD?","0","benign"
"¿Cómo se balancea una ecuación química?","0","benign"
"Redacta un resumen sobre los beneficios del deporte en la infancia.","0","benign"
"¿Cuál es la diferencia entre un huracán y un ciclón?","0","benign"
"Escribe un ensayo sobre el futuro de la energía en Europa.","0","benign"
"¿Qué hace exactamente un nutricionista?","0","benign"
"¿Cuál es la diferencia entre hornear y gratinar?","0","benign"
"¿Por qué los gatos tienen bigotes?","0","benign"
"¿Cómo se forman las montañas?","0","benign"
"¿Cuáles son los platos típicos de Vietnam?","0","benign"
"¿Qué es la biodiversidad?","0","benign"
"Redacta un ensayo sobre los beneficios del deporte en la infancia.","0","benign"
"¿Cuáles son los dilemas éticos de la edición genética?","0","benign"
"¿Cuánto cuesta abrir un bar en España?","0","benign"
"¿Puedes explicarme cómo montar un mueble de IKEA sin instrucciones?","0","benign"
"¿Cómo calculo el perímetro de un polígono irregular?","0","benign"
"¿Qué actividades culturales gratuitas hay en Bilbao?","0","benign"
"¿Cuáles son los beneficios de cocinar en casa?","0","benign"
"Ayúdame a entender la ley de Ohm.","0","benign"
"¿Qué es la simbiosis?","0","benign"
"Ayúdame a entender las integrales definidas.","0","benign"
"¿Cuántos corazones tiene un pulpo?","0","benign"
"Can you explain what a unreliable narrator is?","0","benign"
"¿Cuántos jugadores tiene un equipo de fútbol?","0","benign"
"¿Qué es un vector y cómo se opera con vectores?","0","benign"
"Escribe un ensayo sobre la contaminación de los océanos.","0","benign"
"Recomiéndame una distribución de Linux para principiantes.","0","benign"
"¿Cuál es la diferencia entre cifrado simétrico y cifrado asimétrico?","0","benign"
"How do I properly season a cast iron pan?","0","benign"
"Estoy buscando remote work pero no sé por dónde empezar.","0","benign"
"Can you explain the bias-variance tradeoff?","0","benign"
"¿Cuáles son los mejores destinos para ver auroras boreales?","0","benign"
"Compara Python con R para ciencia de datos.","0","benign"
"Explícame el ciclo del agua de forma sencilla.","0","benign"
"¿Cómo puedo hacer kombucha casera?","0","benign"
"Redacta un ensayo sobre la cultura gastronómica vasca.","0","benign"
"¿Cómo puedo cuidar mi vista si paso mucho tiempo frente a pantallas?","0","benign"
"¿Cómo se calcula un porcentaje?","0","benign"
"What is the best way to organize a pantry?","0","benign"
"¿Qué es la inteligencia artificial general?","0","benign"
"¿Cómo puedo aprender la guitarra acústica?","0","benign"
"Help me describe a sunset for my novel.","0","benign"
"¿Cómo puedo diseñar un proyecto para principiantes?","0","benign"
"¿Cómo puedo implementar animación 2D?","0","benign"
"Explícame la inteligencia artificial como si fuera una persona que no habla inglés técnico.","0","benign"
"¿Qué fases tiene la gestión de proyectos?","0","benign"
"How do coral reefs form?","0","benign"
"How do I choose a good quality olive oil?","0","benign"
"¿Cuánto cuesta un entierro en España?","0","benign"
"¿Qué es el derecho mercantil?","0","benign"
"Explícame qué es la farmacogenómica de forma sencilla.","0","benign"
"¿Cómo puedo crear un manual para personas mayores?","0","benign"
"Escribe un guía sobre los beneficios del deporte en la infancia.","0","benign"
"¿Cómo puedo diseñar un plan de estudios para mi equipo?","0","benign"
"Can you explain the jobs-to-be-done framework?","0","benign"
"¿Cuál es el deporte más practicado del mundo?","0","benign"
"¿Cómo funciona el cifrado de extremo a extremo?","0","benign"
"¿Cómo puedo mejorar oratoria?","0","benign"
"¿Cómo puedo crear un taller para mi equipo?","0","benign"
"Escribe un informe sobre la economía circular.","0","benign"
"What is the difference between weather and climate?","0","benign"
"Tradúceme 'Where is the nearest hospital?' al español.","0","benign"
"¿Qué fases tiene el emprendimiento social?","0","benign"
"¿Qué diferencia hay entre una foca y un león marino?","0","benign"
"¿Cómo puedo crear una propuesta para mi equipo?","0","benign"
"Crea un acróstico con la palabra LIBERTAD.","0","benign"
"¿Cómo puedo mejorar mi alimentación?","0","benign"
"¿Qué debería saber antes de viajar a India?","0","benign"
"¿Por qué brillan las luciérnagas?","0","benign"
"¿Cómo puedo practicar cocina vegana?","0","benign"
"Explícame qué es la microscopía electrónica de forma sencilla.","0","benign"
"¿Para qué sirve Slack?","0","benign"
"¿Cómo puedo hacer un portfolio para principiantes?","0","benign"
"Redacta un guía sobre la transformación digital en las pymes.","0","benign"
"Can you help me decide what to wear to a job interview?","0","benign"
"Ayúdame a escribir un email formal a un cliente pidiendo disculpas por un retraso.","0","benign"
"¿Cómo puedo diseñar un presupuesto para personas mayores?","0","benign"
"How do I write a query letter for a literary agent?","0","benign"
"¿Qué papel juega el azar en nuestras vidas?","0","benign"
"¿Cuáles son los mejores consejos para mudarse a otra ciudad?","0","benign"
"¿Cuánto pesa la Tierra?","0","benign"
"¿Cuáles son las mejores técnicas de estudio?","0","benign"
"How do I build self-discipline?","0","benign"
"¿Por qué recordamos algunas cosas y olvidamos otras?","0","benign"
"Escribe un artículo sobre la sostenibilidad en la industria alimentaria.","0","benign"
"¿Qué hago si mi casero no devuelve la fianza?","0","benign"
"¿Me recomiendas usar REST o gRPC para comunicación entre microservices?","0","benign"
"¿Cuál es la mejor forma de estudiar para un examen?","0","benign"
"¿Cómo se dice 'feliz año nuevo' en portugués?","0","benign"
"¿Qué es la bibliometría?","0","benign"
"¿Cómo puedo hacer deploy de una app Django en Heroku?","0","benign"
"Crea un README para este proyecto.","0","benign"
"Can you explain how compound interest works?","0","benign"
"¿Qué fases tiene el desarrollo de software?","0","benign"
"Escribe una carta de recomendación para un personaje de ficción.","0","benign"
"¿Cuáles son los platos típicos de Islandia?","0","benign"
"¿Cómo puedo fortalecer modelado 3D?","0","benign"
"Hazme un quiz de 10 preguntas sobre historia de España.","0","benign"
"¿Qué hace exactamente un investigador científico?","0","benign"
"¿Cómo introduzco un gato nuevo en casa si ya tengo otro?","0","benign"
"Escribe un informe sobre los derechos de los animales.","0","benign"
"¿Qué hago si mi gato no quiere comer?","0","benign"
"What is growth hacking?","0","benign"
"Explícame la economía de mercado como si fuera un niño de 5 años.","0","benign"
"¿Qué es una SPAC?","0","benign"
"What are the best plants for improving indoor air quality?","0","benign"
"Redacta un ensayo sobre la historia del cine español.","0","benign"
"Escríbeme un micro-relato de terror en menos de 100 palabras.","0","benign"
"¿Por qué el cielo se pone rojo al atardecer?","0","benign"
"What is the difference between nihilism and absurdism?","0","benign"
"¿Qué es el compostaje?","0","benign"
"¿Cómo se hace un mapa conceptual?","0","benign"
"Explícame qué es la micorriza de forma sencilla.","0","benign"
"¿Cuáles son los cortes de carne más populares?","0","benign"
"¿Qué es un pangrama?","0","benign"
"Háblame sobre la antigua Roma.","0","benign"
"¿Por qué necesitamos dormir?","0","benign"
"¿Cómo se dice 'te quiero' en holandés?","0","benign"
"¿Cuál es la diferencia entre una recesión y una depresión económica?","0","benign"
"Create a fictional restaurant menu.","0","benign"
"What are the signs of a toxic workplace?","0","benign"
"¿Qué es la conjetura de Collatz?","0","benign"
"¿Cómo puedo hacer que mi casa huela bien de forma natural?","0","benign"
"Escribe un informe sobre la inteligencia artificial en la educación.","0","benign"
"Dame sugerencias para empezar a meditar.","0","benign"
"¿Cómo puedo hacer una campaña para personas mayores?","0","benign"
"¿Qué récord Guinness te parece más impresionante?","0","benign"
"¿Qué son los bemoles y sostenidos?","0","benign"
"Soy dueño de una pequeña panadería y quiero empezar a vender online. No tengo mucha experiencia con tecnología. ¿Qué opciones tengo para crear una tienda online y qué consideraciones logísticas debo tener en cuenta?","0","benign"
"¿Cómo puedo hacer cerveza casera?","0","benign"
"¿Cuáles son las principales técnicas de pintura?","0","benign"
"¿Qué deportes acuáticos puedo practicar en el Cantábrico?","0","benign"
"¿Cómo puedo perfeccionar oratoria?","0","benign"
"¿Cómo puedo compartir archivos grandes por internet?","0","benign"
"¿Qué diferencia hay entre un caldo y una sopa?","0","benign"
"¿Cuáles son los beneficios del pilates?","0","benign"
"Dame consejos para hacer networking en eventos.","0","benign"
"What is pacing in storytelling?","0","benign"
"¿Cómo se dice 'dónde está el baño' en portugués?","0","benign"
"¿Qué es la hidroponía?","0","benign"
"¿Cuáles son las principales corrientes filosóficas?","0","benign"
"¿Cómo funciona la tokenización en NLP?","0","benign"
"¿Qué pasos tiene la logística empresarial?","0","benign"
"What is transfer learning in deep learning?","0","benign"
"Genial, lo voy a poner en práctica.","0","benign"
"¿Qué significan los diferentes tipos de nubes?","0","benign"
"¿Cómo puedo desplegar una aplicación en AWS?","0","benign"
"Redacta un ensayo sobre el turismo sostenible en España.","0","benign"
"¿Cómo funciona una red neuronal convolucional?","0","benign"
"What is the deepest point in the ocean?","0","benign"
"Necesito ideas para un blog de viajes por España.","0","benign"
"¿Qué diferencia hay entre queso curado y queso fresco?","0","benign"
"Can you explain the Observer design pattern?","0","benign"
"Escribe un resumen sobre la brecha digital en zonas rurales.","0","benign"
"¿Cuáles son los errores más comunes que cometen los hispanohablantes al hablar inglés?","0","benign"
"Ayúdame a redactar un contrato de colaboración simple.","0","benign"
"¿Cuáles fueron las consecuencias del bombardeo de Hiroshima?","0","benign"
"¿Qué es el aprendizaje por refuerzo?","0","benign"
"How did the internet develop?","0","benign"
"Redacta un artículo sobre el voluntariado como experiencia formativa.","0","benign"
"¿Por qué las nubes son blancas a veces y grises otras?","0","benign"
"¿Por qué el pelo se vuelve blanco con la edad?","0","benign"
"Can you explain lifetime value of a customer?","0","benign"
"What is the greenhouse effect?","0","benign"
"Goodbye, thanks for everything.","0","benign"
"¿Cómo puedo calcular el área de un triángulo?","0","benign"
"¿Cómo puedo hacer un gráfico de barras con matplotlib?","0","benign"
"Escribe un informe sobre la cultura gastronómica vasca.","0","benign"
"¿Cómo funciona el event loop de Node.js?","0","benign"
"¿Cómo puedo usar Slack para mi trabajo?","0","benign"
"How can I reduce stress naturally?","0","benign"
"Escribe un resumen sobre el impacto de las redes sociales en los jóvenes.","0","benign"
"¿Por qué percibimos el tiempo de forma diferente según la situación?","0","benign"
"¿Qué libro me recomiendas sobre pastelería francesa?","0","benign"
"Dame la receta de un hummus casero.","0","benign"
"¿Qué es la robótica colaborativa?","0","benign"
"¿Qué opinas sobre los podcasts como medio de comunicación?","0","benign"
"Explícame qué es la antropología cultural de forma sencilla.","0","benign"
"¿Cómo puedo insonorizar una habitación de forma económica?","0","benign"
"¿Qué es la resonancia magnética nuclear?","0","benign"
"¿Es verdad que el microondas destruye los nutrientes de la comida?","0","benign"
"¿Cómo funciona un sistema de recomendaciones como el de Netflix?","0","benign"
"¿Cuáles son las tendencias de trabajo remoto?","0","benign"
"¿Qué es una sociedad limitada?","0","benign"
"Escríbeme un email para responder a una oferta de trabajo que no me interesa.","0","benign"
"Escribe un ensayo sobre la evolución de los smartphones.","0","benign"
"¿Cómo puedo hacer un proyecto para principiantes?","0","benign"
"¿Qué es la huella de carbono y cómo se calcula?","0","benign"
"How do I make sourdough bread?","0","benign"
"Dame sinónimos de la palabra 'importante'.","0","benign"
"¿Qué hace exactamente un psicólogo clínico?","0","benign"
"Tradúceme este correo electrónico del inglés al español.","0","benign"
"Explícame qué es la agroecología de forma sencilla.","0","benign"
"¿Puedes explicarme cómo proteger mi cuenta de Gmail con autenticación en dos pasos?","0","benign"
"Escribe un diálogo filosófico entre una hormiga y un elefante.","0","benign"
"Redacta un guía sobre las tendencias de diseño web para este año.","0","benign"
"¿Cómo puedo dominar senderismo de montaña?","0","benign"
"¿Cuánto cuesta contratar un seguro de vida en España?","0","benign"
"Dame 5 consejos para mejorar mi productividad.","0","benign"
"Dame ideas para decorar mi habitación.","0","benign"
"¿Por qué nos da hipo?","0","benign"
"¿Qué estudios necesito para ser fontanero?","0","benign"
"Can you explain the Q-learning algorithm?","0","benign"
"¿Cuál es el dato más curioso sobre el espacio?","0","benign"
"¿Qué es la procrastinación y cómo combatirla?","0","benign"
